,age,hypertension,heart_disease,avg_glucose_level,bmi,gender_Female,gender_Male,gender_Other,ever_married_No,ever_married_Yes,Residence_type_Rural,Residence_type_Urban,smoking_status_Unknown,smoking_status_formerly smoked,smoking_status_never smoked,smoking_status_smokes
0,0.3857852315758849,0.03698936569653126,0.019592349498170854,0.21329193246179365,0.18883467235716764,0.013276918778843856,0.013581948681796524,4.36162601095734e-07,0.030620876007122936,0.01690275414792973,0.012529828397015812,0.01403315946753507,0.012536074368296379,0.01389131366088253,0.01756914034466962,0.010563998393758206
